,RAh,RAm,RAs,DECsign,DECd,DECm,DECs,Catalog,Type,RA/deg,DEC/deg
1117,9.0,38.0,34.68732000000301,+,45.0,20.0,23.820000000006303,CRUMB,FRII,144.6445305,45.33995
1128,9.0,42.0,33.318000000002286,+,63.0,24.0,5.939999999987435,CRUMB,FRII,145.638825,63.40165
1138,9.0,44.0,47.41691999999688,+,51.0,6.0,13.427999999995563,CRUMB,FRI,146.19757049999998,51.10373
1148,9.0,48.0,18.38015999999712,+,56.0,18.0,59.1840000000002,CRUMB,FRI,147.07658399999997,56.31644
1186,10.0,1.0,11.305200000000468,+,55.0,8.0,21.73199999999838,CRUMB,FRII,150.297105,55.13937
1205,10.0,6.0,56.95919999999873,+,35.0,31.0,17.688000000000557,CRUMB,FRI,151.73733,35.52158
1226,10.0,12.0,36.56159999999844,+,40.0,31.0,7.140000000003397,CRUMB,FRII,153.15233999999998,40.51865
1266,10.0,22.0,42.60359999999992,+,33.0,25.0,44.54400000000192,CRUMB,FRI,155.67751499999997,33.42904
1277,10.0,26.0,24.76320000000257,+,54.0,29.0,6.28800000001263,CRUMB,FRII,156.60317999999998,54.48508
1289,10.0,31.0,14.836799999998505,+,60.0,35.0,47.65199999999936,CRUMB,FRII,157.81181999999998,60.59657
1298,10.0,33.0,4.874399999999639,+,34.0,31.0,32.5200000000018,CRUMB,FRII,158.27030999999997,34.5257
1308,10.0,36.0,6.407999999999134,+,36.0,6.0,58.75200000000632,CRUMB,FRI,159.02669999999998,36.11632
1336,10.0,43.0,36.03359999999796,+,39.0,34.0,11.315999999988549,CRUMB,FRI,160.90013999999996,39.56981
1339,10.0,44.0,16.324800000002284,+,52.0,40.0,55.5240000000083,CRUMB,FRII,161.06802,52.68209
1352,10.0,48.0,56.61359999999903,+,62.0,37.0,48.1799999999896,CRUMB,FRII,162.23588999999998,62.63005
1389,10.0,58.0,46.24319999999898,+,39.0,18.0,41.97600000001216,CRUMB,FRI,164.69267999999997,39.31166
1391,10.0,58.0,53.1588000000032,+,40.0,17.0,56.54399999999271,CRUMB,FRII,164.721495,40.29904
1421,11.0,8.0,23.01000000000116,+,29.0,14.0,27.59999999999877,CRUMB,FRI,167.09587499999998,29.241
1425,11.0,9.0,9.104399999998094,+,63.0,28.0,12.684000000008382,CRUMB,FRI,167.28793499999998,63.47019
1439,11.0,12.0,26.84880000000291,+,55.0,26.0,12.947999999988156,CRUMB,FRII,168.11186999999998,55.43693
1450,11.0,15.0,8.459999999999468,+,28.0,33.0,46.51199999999392,CRUMB,FRII,168.78525,28.56292
1451,11.0,15.0,23.15879999999808,+,49.0,56.0,40.8840000000049,CRUMB,FRI,168.84649499999998,49.94469
1481,11.0,25.0,35.99399999999946,+,41.0,26.0,8.3039999999977,CRUMB,FRII,171.39997499999998,41.43564
1485,11.0,27.0,37.53360000000001,+,58.0,50.0,59.53200000001004,CRUMB,FRI,171.90639,58.84987
1487,11.0,28.0,33.999599999998225,+,56.0,8.0,39.98400000001084,CRUMB,FRI,172.14166499999996,56.14444
1488,11.0,28.0,52.467600000002506,+,39.0,49.0,35.65199999998811,CRUMB,FRII,172.218615,39.82657
1493,11.0,29.0,42.17639999999946,+,54.0,25.0,28.883999999993648,CRUMB,FRI,172.42573499999995,54.42469
1509,11.0,33.0,9.035999999999405,+,46.0,38.0,47.40000000001146,CRUMB,FRII,173.28765,46.6465
1523,11.0,38.0,57.71040000000099,+,37.0,28.0,36.98399999999651,CRUMB,FRII,174.74045999999998,37.47694
1557,11.0,45.0,6.523199999997331,+,53.0,38.0,52.800000000011664,CRUMB,FRII,176.27717999999996,53.648
1561,11.0,46.0,23.001600000001478,+,44.0,24.0,59.07599999999661,CRUMB,FRI,176.59583999999998,44.41641
1570,11.0,48.0,10.83959999999891,+,28.0,34.0,44.831999999998686,CRUMB,FRI,177.04516499999997,28.57912
1574,11.0,49.0,40.07999999999953,+,38.0,11.0,42.5760000000048,CRUMB,FRI,177.41699999999997,38.19516
1590,11.0,53.0,49.484399999999056,+,42.0,50.0,43.11599999999203,CRUMB,FRII,178.45618499999998,42.84531
1597,11.0,54.0,55.115999999999445,+,32.0,35.0,18.672000000009348,CRUMB,FRII,178.72964999999996,32.58852
1605,11.0,56.0,43.79999999999683,+,41.0,15.0,28.54800000000637,CRUMB,FRII,179.18249999999998,41.25793
1625,12.0,2.0,28.11839999999705,+,58.0,41.0,33.25200000001246,CRUMB,FRII,180.61716,58.69257
1628,12.0,3.0,1.6451999999991074,+,28.0,35.0,46.103999999994016,CRUMB,FRII,180.756855,28.59614
1630,12.0,3.0,36.662399999998456,+,27.0,56.0,39.15600000000637,CRUMB,FRI,180.90276,27.94421
1646,12.0,6.0,23.187600000000828,+,42.0,34.0,47.27999999999554,CRUMB,FRI,181.596615,42.5798
1656,12.0,8.0,7.051199999999085,+,42.0,4.0,13.331999999988966,CRUMB,FRII,182.02938,42.07037
1660,12.0,8.0,55.60080000000028,+,46.0,41.0,13.77599999999518,CRUMB,FRI,182.23167,46.68716
1684,12.0,17.0,37.78079999999832,+,53.0,34.0,28.30800000001034,CRUMB,FRI,184.40742,53.57453
1701,12.0,22.0,8.083199999999664,+,34.0,10.0,57.10799999999949,CRUMB,FRI,185.53368,34.18253
1714,12.0,25.0,40.21320000000088,+,49.0,4.0,37.343999999988,CRUMB,FRI,186.417555,49.07704
1723,12.0,27.0,52.83360000000272,+,49.0,40.0,35.616000000007375,CRUMB,FRII,186.97014,49.67656
1748,12.0,36.0,50.25239999999812,+,33.0,15.0,18.61199999999883,CRUMB,FRI,189.209385,33.25517
1754,12.0,39.0,54.46079999999739,+,37.0,43.0,55.38000000000352,CRUMB,FRI,189.97692,37.73205
1763,12.0,42.0,7.387200000000433,+,50.0,21.0,46.61999999999239,CRUMB,FRI,190.53078,50.36295
1766,12.0,42.0,47.76479999999765,+,40.0,41.0,44.30399999999054,CRUMB,FRII,190.69902,40.69564
1768,12.0,43.0,19.71840000000043,+,30.0,14.0,30.84000000000401,CRUMB,FRII,190.83216,30.2419
1772,12.0,44.0,39.77519999999956,+,37.0,59.0,8.627999999987992,CRUMB,FRI,191.16573,37.98573
1775,12.0,45.0,59.29920000000095,+,32.0,44.0,34.2240000000038,CRUMB,FRI,191.49708,32.74284
1793,12.0,51.0,57.06000000000003,+,30.0,9.0,26.20800000000031,CRUMB,FRI,192.98775,30.15728
1801,12.0,54.0,12.135599999999728,+,36.0,31.0,0.2280000000092741,CRUMB,FRII,193.550565,36.51673
1804,12.0,54.0,52.7759999999985,+,47.0,48.0,16.775999999994156,CRUMB,FRII,193.7199,47.80466
1848,13.0,9.0,4.888800000000373,+,36.0,36.0,57.16799999998955,CRUMB,FRI,197.27037,36.61588
1872,13.0,16.0,36.9192000000028,+,40.0,35.0,20.39999999999509,CRUMB,FRII,199.15383,40.589
1882,13.0,19.0,50.178000000000935,+,25.0,31.0,48.8999999999956,CRUMB,FRI,199.959075,25.53025
1885,13.0,20.0,20.35319999999814,+,48.0,54.0,9.072000000009552,CRUMB,FRI,200.084805,48.90252
1888,13.0,21.0,3.020400000002041,+,58.0,32.0,56.00400000000036,CRUMB,FRI,200.262585,58.54889
1894,13.0,23.0,7.494000000000227,+,59.0,3.0,48.99599999998941,CRUMB,FRI,200.781225,59.06361
1901,13.0,26.0,2.399999999997391,+,36.0,47.0,59.31600000000287,CRUMB,FRII,201.51,36.79981
1910,13.0,27.0,44.36279999999854,+,52.0,37.0,22.116000000004306,CRUMB,FRI,201.934845,52.62281
1934,13.0,34.0,25.233600000002667,+,38.0,17.0,59.45999999999742,CRUMB,FRII,203.60514,38.29985
1958,13.0,42.0,6.987599999998935,+,47.0,25.0,53.00400000000138,CRUMB,FRII,205.529115,47.43139
1984,13.0,48.0,16.89480000000117,+,26.0,3.0,2.95200000000591,CRUMB,FRII,207.070395,26.05082
1995,13.0,52.0,50.70719999999753,+,36.0,16.0,38.24400000000253,CRUMB,FRI,208.21128,36.27729
2012,13.0,56.0,59.93520000000117,+,45.0,55.0,4.54799999999409,CRUMB,FRI,209.24973,45.91793
2033,14.0,7.0,21.68759999999878,+,55.0,5.0,4.704000000000974,CRUMB,FRII,211.840365,55.08464
2052,14.0,12.0,8.737200000000485,+,61.0,17.0,9.204000000007111,CRUMB,FRII,213.036405,61.28589
2057,14.0,12.0,51.321600000002405,+,28.0,31.0,24.491999999998768,CRUMB,FRI,213.21384,28.52347
2071,14.0,14.0,18.80160000000316,+,40.0,52.0,25.500000000004093,CRUMB,FRII,213.57834,40.87375
2119,14.0,23.0,3.368399999999099,+,35.0,22.0,45.76799999999139,CRUMB,FRII,215.764035,35.37938
2155,14.0,31.0,3.468000000001723,+,33.0,45.0,41.616000000010445,CRUMB,FRII,217.76445,33.76156
2234,14.0,43.0,49.15200000000269,+,57.0,53.0,24.900000000006344,CRUMB,FRI,220.9548,57.89025
2351,15.0,4.0,27.39720000000133,+,33.0,15.0,46.836000000004674,CRUMB,FRII,226.114155,33.26301
2356,15.0,5.0,22.64999999999944,+,60.0,40.0,13.440000000002785,CRUMB,FRII,226.344375,60.6704
2367,15.0,8.0,37.26960000000233,+,31.0,26.0,19.032000000000835,CRUMB,FRII,227.15529,31.43862
2389,15.0,11.0,12.048000000003045,+,52.0,46.0,52.64399999999455,CRUMB,FRI,227.8002,52.78129
2397,15.0,12.0,5.572800000002616,+,30.0,50.0,23.49600000000578,CRUMB,FRII,228.02322,30.83986
2404,15.0,12.0,56.88720000000018,+,30.0,18.0,16.307999999999083,CRUMB,FRI,228.23703,30.30453
2418,15.0,15.0,54.87839999999693,+,34.0,43.0,46.34400000000028,CRUMB,FRI,228.97866,34.72954
2463,15.0,24.0,49.53599999999966,+,48.0,36.0,29.627999999996177,CRUMB,FRII,231.2064,48.60823
2467,15.0,25.0,5.728799999999268,+,29.0,40.0,12.432000000002574,CRUMB,FRII,231.27387,29.67012
2506,15.0,34.0,9.865199999999987,+,34.0,53.0,38.21999999998809,CRUMB,FRI,233.541105,34.89395
2544,15.0,44.0,30.5268000000018,+,29.0,54.0,1.3319999999956167,CRUMB,FRI,236.127195,29.90037
2588,15.0,54.0,37.00800000000072,+,37.0,44.0,6.0360000000093805,CRUMB,FRII,238.6542,37.73501
2602,15.0,57.0,50.25600000000054,+,53.0,43.0,34.13999999998907,CRUMB,FRI,239.4594,53.72615
2709,16.0,44.0,19.968000000006327,+,45.0,46.0,44.40000000001248,CRUMB,FRII,251.0832,45.779
2712,16.0,46.0,28.419599999994603,+,38.0,31.0,15.996000000000665,CRUMB,FRII,251.61841499999997,38.52111
2717,16.0,51.0,27.36359999999621,+,33.0,8.0,32.64000000000749,CRUMB,FRII,252.864015,33.1424
2723,16.0,56.0,13.17120000000017,+,30.0,42.0,21.923999999998784,CRUMB,FRII,254.05488,30.70609
2732,16.0,59.0,1.01039999999756,+,32.0,29.0,39.228000000006205,CRUMB,FRI,254.75421,32.49423
4589,9.0,39.0,52.81792800000801,+,35.0,53.0,58.510320000006,FRGMRC,FRII,144.97007470000003,35.8995862
4867,12.0,50.0,15.491496000009164,+,33.0,23.0,19.989960000002043,FRGMRC,FRII,192.5645479,33.3888861
5228,15.0,23.0,49.36080000001695,+,32.0,13.0,50.591999999992936,FRGMRC,COMPACT,230.95567000000003,32.23072
5814,11.0,11.0,43.680000000005634,+,40.0,49.0,15.599999999992631,GKCBR23,FRI,167.93200000000002,40.821
5920,10.0,32.0,15.84000000000742,+,31.0,52.0,37.19999999999601,GKCBR23,FRI,158.066,31.877
6014,14.0,52.0,15.360000000006409,+,50.0,22.0,26.40000000000839,GKCBR23,FRI,223.064,50.374
6084,9.0,20.0,48.96000000000953,+,40.0,39.0,53.99999999999693,GKCBR23,FRI,140.20400000000004,40.665
6101,16.0,35.0,15.120000000011656,+,43.0,10.0,4.79999999999734,GKCBR23,FRI,248.813,43.168
6152,10.0,23.0,11.520000000009816,+,39.0,48.0,17.999999999998977,GKCBR23,COMPACT,155.79800000000003,39.805
6200,12.0,4.0,18.480000000005106,+,52.0,2.0,20.40000000000532,GKCBR23,COMPACT,181.077,52.039
6201,8.0,41.0,2.640000000005358,+,59.0,56.0,9.599999999999795,GKCBR23,COMPACT,130.261,59.936
6202,11.0,11.0,13.20000000001059,+,28.0,41.0,45.60000000000542,GKCBR23,COMPACT,167.80500000000004,28.696
6203,11.0,48.0,4.560000000006852,+,37.0,26.0,38.40000000000941,GKCBR23,COMPACT,177.019,37.444
6206,14.0,46.0,43.44000000001259,+,27.0,56.0,59.99999999999744,GKCBR23,COMPACT,221.68100000000004,27.95
6208,12.0,24.0,21.36000000000692,+,60.0,6.0,39.59999999998956,GKCBR23,COMPACT,186.089,60.111
6213,12.0,14.0,4.08000000000456,+,33.0,9.0,46.79999999998813,GKCBR23,COMPACT,183.517,33.163
6216,11.0,59.0,48.72000000000924,+,58.0,20.0,20.39999999999509,GKCBR23,COMPACT,179.95300000000003,58.339
6217,12.0,13.0,29.28000000001319,+,50.0,44.0,31.199999999990386,GKCBR23,COMPACT,183.37200000000004,50.742
6218,9.0,52.0,6.24000000001061,+,28.0,28.0,33.599999999996726,GKCBR23,COMPACT,148.02600000000004,28.476
6224,16.0,13.0,41.04000000001349,+,34.0,12.0,46.80000000000348,GKCBR23,COMPACT,243.421,34.213
6228,13.0,30.0,37.68000000001024,+,25.0,9.0,10.799999999995292,GKCBR23,COMPACT,202.657,25.153
6231,12.0,15.0,55.68000000000666,+,34.0,48.0,14.400000000007369,GKCBR23,COMPACT,183.982,34.804
6237,16.0,35.0,15.600000000014802,+,38.0,8.0,5.999999999992838,GKCBR23,COMPACT,248.81500000000003,38.135
6239,9.0,48.0,55.44000000000764,+,40.0,39.0,43.19999999999652,GKCBR23,COMPACT,147.23100000000002,40.662
6241,14.0,54.0,32.4000000000089,+,29.0,55.0,58.799999999999386,GKCBR23,COMPACT,223.635,29.933
6242,12.0,19.0,51.60000000001105,+,28.0,25.0,22.79999999999376,GKCBR23,COMPACT,184.96500000000003,28.423
6244,13.0,31.0,8.400000000006855,+,30.0,30.0,32.40000000000123,GKCBR23,COMPACT,202.785,30.509
6245,11.0,59.0,31.68000000001271,+,29.0,14.0,45.59999999999519,GKCBR23,COMPACT,179.88200000000003,29.246
6246,13.0,13.0,37.92000000000584,+,54.0,58.0,22.79999999999632,GKCBR23,COMPACT,198.408,54.973
6248,10.0,57.0,31.2000000000036,+,40.0,56.0,45.59999999999263,GKCBR23,COMPACT,164.38,40.946
6251,16.0,38.0,28.320000000004768,+,62.0,34.0,44.40000000000225,GKCBR23,COMPACT,249.618,62.579
6253,11.0,53.0,24.480000000011582,+,49.0,31.0,8.399999999994066,GKCBR23,FRI,178.35200000000003,49.519
6258,11.0,27.0,27.60000000001199,+,40.0,4.0,8.400000000009413,GKCBR23,COMPACT,171.86500000000004,40.069
6265,10.0,48.0,34.32000000000997,+,34.0,57.0,25.20000000000266,GKCBR23,COMPACT,162.14300000000003,34.957
6266,16.0,49.0,25.92000000001548,+,36.0,3.0,21.599999999990587,GKCBR23,COMPACT,252.35800000000003,36.056
6271,9.0,3.0,4.080000000003707,+,46.0,51.0,3.599999999996726,GKCBR23,COMPACT,135.767,46.851
6273,15.0,24.0,5.28000000001029,+,29.0,0.0,25.20000000000522,GKCBR23,COMPACT,231.022,29.007
6276,12.0,52.0,26.400000000014785,+,56.0,34.0,19.200000000009823,GKCBR23,COMPACT,193.11000000000004,56.572
6277,16.0,53.0,52.32000000000852,+,39.0,45.0,35.99999999999284,GKCBR23,COMPACT,253.468,39.76
6278,14.0,38.0,44.640000000009366,+,62.0,11.0,52.80000000000143,GKCBR23,COMPACT,219.686,62.198
6283,9.0,7.0,34.800000000005866,+,32.0,57.0,21.60000000001105,GKCBR23,COMPACT,136.895,32.956
6284,8.0,24.0,55.44000000000637,+,39.0,16.0,40.79999999999529,GKCBR23,COMPACT,126.231,39.278
6286,12.0,30.0,11.760000000013092,+,47.0,0.0,21.60000000000082,GKCBR23,COMPACT,187.54900000000004,47.006
6293,8.0,43.0,31.680000000009727,+,42.0,15.0,28.800000000009614,GKCBR23,COMPACT,130.88200000000003,42.258
6294,16.0,12.0,38.88000000000915,+,29.0,38.0,38.39999999999407,GKCBR23,COMPACT,243.162,29.644
6295,12.0,6.0,7.920000000005842,+,40.0,9.0,3.600000000012073,GKCBR23,COMPACT,181.533,40.151
6300,9.0,57.0,38.16000000000443,+,55.0,22.0,58.80000000000962,GKCBR23,COMPACT,149.409,55.383
6302,13.0,30.0,42.48000000000971,+,32.0,32.0,49.19999999998936,GKCBR23,COMPACT,202.677,32.547
6304,9.0,34.0,15.840000000006995,+,49.0,8.0,20.40000000001044,GKCBR23,COMPACT,143.566,49.139
6305,13.0,10.0,28.800000000007486,+,32.0,20.0,45.59999999998752,GKCBR23,COMPACT,197.62,32.346
6308,11.0,56.0,18.720000000008383,+,31.0,28.0,4.799999999999898,GKCBR23,COMPACT,179.078,31.468
6316,11.0,9.0,28.800000000010897,+,37.0,44.0,31.199999999990386,GKCBR23,COMPACT,167.37000000000003,37.742
6325,7.0,41.0,10.800000000004673,+,31.0,11.0,59.99999999999744,GKCBR23,COMPACT,115.295,31.2
6327,8.0,31.0,10.080000000005072,+,37.0,42.0,10.80000000001064,GKCBR23,COMPACT,127.792,37.703
6333,16.0,25.0,57.60000000001071,+,41.0,34.0,40.80000000001064,GKCBR23,COMPACT,246.49,41.578
6337,11.0,40.0,49.44000000000841,+,59.0,12.0,25.20000000000266,GKCBR23,COMPACT,175.20600000000002,59.207
6338,15.0,44.0,51.12000000001217,+,43.0,30.0,50.40000000001044,GKCBR23,COMPACT,236.213,43.514
6344,9.0,30.0,3.6000000000044,+,34.0,13.0,26.399999999987926,GKCBR23,COMPACT,142.515,34.224
6355,15.0,9.0,4.80000000001354,+,28.0,39.0,25.200000000000102,GKCBR23,COMPACT,227.27000000000004,28.657
6356,14.0,27.0,24.24000000000916,+,37.0,28.0,15.599999999987515,GKCBR23,COMPACT,216.851,37.471
6360,13.0,8.0,37.92000000000371,+,43.0,44.0,16.799999999998363,GKCBR23,COMPACT,197.158,43.738
6365,11.0,20.0,39.840000000007336,+,50.0,49.0,37.19999999999345,GKCBR23,COMPACT,170.166,50.827
6367,14.0,0.0,28.56000000000805,+,62.0,10.0,37.19999999999857,GKCBR23,COMPACT,210.119,62.177
6369,9.0,9.0,33.60000000000397,+,42.0,53.0,45.60000000000287,GKCBR23,COMPACT,137.39,42.896
6372,16.0,2.0,7.200000000014768,+,33.0,26.0,52.80000000000143,GKCBR23,COMPACT,240.53000000000003,33.448
6373,10.0,35.0,6.960000000009359,+,56.0,28.0,47.999999999988745,GKCBR23,COMPACT,158.77900000000002,56.48
6375,7.0,35.0,55.440000000003806,+,33.0,7.0,8.399999999999181,GKCBR23,COMPACT,113.981,33.119
6382,12.0,47.0,7.440000000009945,+,49.0,0.0,18.00000000000921,GKCBR23,COMPACT,191.781,49.005
6383,11.0,59.0,13.680000000003504,+,53.0,53.0,5.999999999992838,GKCBR23,COMPACT,179.807,53.885
6393,10.0,22.0,30.240000000007967,+,30.0,41.0,5.999999999995396,GKCBR23,COMPACT,155.626,30.685
6396,16.0,34.0,33.84000000000981,+,62.0,45.0,35.99999999999284,GKCBR23,COMPACT,248.641,62.76
6400,13.0,2.0,28.56000000000762,+,58.0,18.0,46.8000000000086,GKCBR23,COMPACT,195.619,58.313
6403,15.0,41.0,47.280000000010034,+,45.0,33.0,21.599999999990587,GKCBR23,COMPACT,235.447,45.556
6404,15.0,4.0,26.640000000007404,+,28.0,54.0,28.800000000004506,GKCBR23,COMPACT,226.111,28.908
6405,11.0,29.0,48.00000000000452,+,50.0,25.0,51.59999999999059,GKCBR23,COMPACT,172.45,50.431
6415,11.0,26.0,25.20000000000607,+,52.0,5.0,2.40000000001146,GKCBR23,COMPACT,171.60500000000002,52.084
6420,16.0,29.0,44.88000000000966,+,40.0,48.0,43.199999999991405,GKCBR23,COMPACT,247.437,40.812
6421,17.0,4.0,7.200000000007947,+,29.0,46.0,58.8000000000045,GKCBR23,COMPACT,256.03000000000003,29.783
6422,8.0,24.0,47.28000000000407,+,55.0,52.0,40.80000000000041,GKCBR23,COMPACT,126.197,55.878
6428,10.0,37.0,19.44000000000756,+,43.0,35.0,16.80000000000348,GKCBR23,COMPACT,159.33100000000002,43.588
6429,9.0,58.0,20.880000000002923,+,32.0,23.0,59.99999999999488,GKCBR23,COMPACT,149.587,32.4
6431,10.0,24.0,3.3600000000105013,+,42.0,6.0,28.799999999989154,GKCBR23,COMPACT,156.01400000000004,42.108
6432,9.0,20.0,58.56000000000847,+,44.0,41.0,52.80000000000143,GKCBR23,COMPACT,140.24400000000003,44.698
6433,14.0,33.0,12.960000000010725,+,52.0,57.0,46.80000000000348,GKCBR23,COMPACT,218.30400000000003,52.963
6438,14.0,58.0,1.9200000000130049,+,29.0,28.0,30.00000000000512,GKCBR23,COMPACT,224.50800000000004,29.475
6444,12.0,44.0,49.20000000001238,+,40.0,48.0,7.199999999998568,GKCBR23,COMPACT,191.20500000000004,40.802
6445,14.0,16.0,4.0800000000105285,+,34.0,44.0,34.80000000000757,GKCBR23,COMPACT,214.017,34.743
6447,11.0,53.0,54.72000000001145,+,40.0,36.0,54.00000000000716,GKCBR23,COMPACT,178.47800000000004,40.615
6453,10.0,42.0,36.48000000000621,+,29.0,49.0,44.40000000000225,GKCBR23,COMPACT,160.65200000000002,29.829
6465,11.0,35.0,55.92000000001036,+,42.0,58.0,44.399999999997135,GKCBR23,COMPACT,173.98300000000003,42.979
6467,10.0,44.0,3.6000000000014154,+,43.0,54.0,10.799999999995292,GKCBR23,COMPACT,161.015,43.903
6468,8.0,31.0,58.56000000000293,+,56.0,20.0,52.79999999999632,GKCBR23,COMPACT,127.994,56.348
6470,15.0,59.0,54.00000000001185,+,44.0,42.0,32.40000000001146,GKCBR23,COMPACT,239.975,44.709
6475,12.0,0.0,31.20000000000616,+,45.0,48.0,43.199999999991405,GKCBR23,COMPACT,180.13,45.812
6477,13.0,50.0,36.000000000014154,+,33.0,42.0,17.99999999999386,GKCBR23,COMPACT,207.65000000000003,33.705
6478,15.0,8.0,48.72000000001052,+,28.0,50.0,9.59999999999468,GKCBR23,COMPACT,227.203,28.836
6482,15.0,19.0,3.120000000013192,+,28.0,49.0,44.40000000000225,GKCBR23,COMPACT,229.76300000000003,28.829
6489,12.0,27.0,58.80000000001175,+,36.0,35.0,13.200000000011867,GKCBR23,COMPACT,186.99500000000003,36.587
6491,11.0,22.0,56.40000000001308,+,34.0,6.0,39.59999999998956,GKCBR23,COMPACT,170.73500000000004,34.111
6497,8.0,51.0,55.92000000000695,+,42.0,43.0,58.799999999989154,GKCBR23,FRI,132.983,42.733
6501,8.0,14.0,21.60000000000423,+,52.0,24.0,10.799999999995292,GKCBR23,FRI,123.59,52.403
6506,8.0,3.0,26.64000000000442,+,30.0,37.0,26.3999999999956,GKCBR23,FRI,120.861,30.624
6510,10.0,41.0,13.20000000001059,+,56.0,48.0,32.399999999991,GKCBR23,FRI,160.30500000000004,56.809
6512,8.0,21.0,21.36000000000436,+,25.0,19.0,4.800000000005014,GKCBR23,FRI,125.339,25.318
6513,16.0,53.0,5.040000000012128,+,40.0,7.0,1.199999999990382,GKCBR23,FRI,253.271,40.117
6514,12.0,27.0,51.36000000000777,+,63.0,23.0,5.999999999992838,GKCBR23,FRI,186.964,63.385
6515,15.0,57.0,21.36000000000948,+,54.0,40.0,15.599999999997747,GKCBR23,FRI,239.339,54.671
6516,11.0,12.0,5.040000000004881,+,37.0,35.0,31.199999999995494,GKCBR23,FRI,168.021,37.592
6517,8.0,9.0,38.88000000000659,+,34.0,55.0,37.19999999999857,GKCBR23,FRI,122.412,34.927
6518,8.0,25.0,35.280000000005174,+,48.0,17.0,42.00000000000614,GKCBR23,FRI,126.397,48.295
6519,15.0,44.0,18.000000000006224,+,34.0,41.0,45.59999999999263,GKCBR23,FRI,236.075,34.696
6520,13.0,30.0,6.720000000005655,+,27.0,3.0,54.00000000000461,GKCBR23,FRI,202.528,27.065
6521,7.0,30.0,14.400000000004807,+,39.0,31.0,58.8000000000045,GKCBR23,FRI,112.56,39.533
6522,16.0,38.0,22.5600000000054,+,32.0,51.0,10.800000000005523,GKCBR23,FRI,249.594,32.853
6524,10.0,53.0,48.96000000001209,+,40.0,23.0,45.60000000000287,GKCBR23,FRI,163.45400000000004,40.396
6526,7.0,37.0,19.200000000005986,+,29.0,29.0,31.20000000000317,GKCBR23,FRI,114.33000000000004,29.492
6528,15.0,17.0,44.88000000001222,+,31.0,0.0,14.400000000004807,GKCBR23,FRI,229.437,31.004
6530,13.0,22.0,18.24000000000609,+,60.0,44.0,20.399999999989973,GKCBR23,FRI,200.576,60.739
6533,10.0,55.0,44.88000000001051,+,45.0,23.0,59.99999999999488,GKCBR23,FRI,163.937,45.4
6537,11.0,53.0,24.00000000000844,+,30.0,59.0,5.999999999997954,GKCBR23,FRI,178.35000000000002,30.985
